,woman,district,use.contraception,living.children,age.centered,urban
683,684,19,0,2,-6.5599,0
684,685,19,1,1,0.44,0
685,686,19,0,1,-1.5599,0
686,687,19,0,1,-10.56,0
687,688,19,1,4,3.44,0
688,689,19,1,2,3.44,0
689,690,19,1,4,2.44,0
690,691,19,0,2,-5.5599,0
691,692,19,0,4,-5.5599,0
692,693,19,0,4,0.44,0
693,694,19,1,4,12.44,0
694,695,19,0,4,5.44,0
695,696,20,0,3,-1.5599,0
696,697,20,0,3,3.44,0
697,698,20,1,1,-12.56,0
698,699,20,1,3,-0.5599,0
699,700,20,0,4,17.44,0
700,701,20,1,1,-12.56,0
701,702,20,1,1,-10.559,0
702,703,20,0,3,-5.5599,0
703,704,20,0,4,11.44,0
704,705,20,0,1,-12.56,0
705,706,20,0,1,-13.559,0
706,707,20,0,1,8.44,0
707,708,20,0,1,-13.559,0
708,709,20,1,4,12.44,0
709,710,20,1,4,-1.5599,0
710,711,21,0,4,18.44,1
711,712,21,0,4,19.44,1
712,713,21,1,1,-12.559,1
713,714,21,0,1,-13.56,1
714,715,21,0,4,-3.5599,1
715,716,21,0,4,14.44,1
716,717,21,0,4,12.44,1
717,718,21,0,2,-6.5599,1
718,719,21,0,3,7.44,0
719,720,21,1,1,1.44,0
720,721,21,0,2,-7.5599,0
721,722,21,1,3,-1.5599,0
722,723,21,0,3,-2.5599,0
723,724,21,1,2,-4.5599,0
724,725,21,1,1,2.44,0
725,726,21,1,2,-0.5599,0
726,727,21,1,1,-7.5599,0
727,728,21,0,1,-10.559,0
728,729,22,0,2,4.44,0
729,730,22,1,3,-5.5599,0
730,731,22,0,1,19.44,0
731,732,22,0,4,-1.5599,0
732,733,22,0,1,-10.559,0
733,734,22,0,4,-4.5599,0
734,735,22,0,4,17.44,0
735,736,22,1,2,-3.5599,0
736,737,22,0,3,-3.56,0
737,738,22,0,3,3.44,0
738,739,22,0,2,-8.5599,0
739,740,22,0,3,-1.56,0
740,741,22,0,4,5.44,0
741,742,22,0,1,-11.559,0
742,743,22,0,4,17.44,0
743,744,22,0,4,6.44,0
744,745,22,0,4,0.44,0
745,746,22,0,4,0.44,0
746,747,22,1,3,-4.5599,0
747,748,22,1,2,-1.5599,0
748,749,23,0,3,-4.5599,0
749,750,23,0,1,-8.5599,0
750,751,23,1,3,-1.5599,0
751,752,23,0,3,-2.5599,0
752,753,23,0,4,16.44,0
753,754,23,0,4,-1.5599,0
754,755,23,0,3,-5.56,0
755,756,23,0,2,10.44,0
756,757,23,1,4,10.44,0
757,758,23,0,1,-11.559,0
758,759,23,0,4,8.44,0
759,760,23,1,4,7.44,0
760,761,23,0,1,-11.559,0
761,762,23,1,3,5.44,0
762,763,23,0,4,8.44,0
763,764,24,0,1,-8.5599,0
764,765,24,0,4,-3.5599,0
765,766,24,0,2,-6.5599,0
766,767,24,0,4,17.44,0
767,768,24,0,1,-11.559,0
768,769,24,0,1,-10.559,0
769,770,24,0,4,5.44,0
770,771,24,0,4,9.44,0
771,772,24,0,4,4.44,0
772,773,24,0,1,6.44,0
773,774,24,1,4,6.44,0
774,775,24,0,1,-13.56,0
775,776,24,0,2,-4.5599,0
776,777,24,0,4,15.44,0
777,778,25,0,1,-8.5599,1
778,779,25,1,3,-5.5599,1
779,780,25,0,1,-3.5599,1
780,781,25,1,4,1.44,1
781,782,25,0,1,-1.5599,1
782,783,25,1,2,9.44,1
783,784,25,1,4,8.44,1
784,785,25,1,2,-0.5599,1
785,786,25,0,4,-5.56,1
786,787,25,0,1,0.44,1
787,788,25,1,4,-1.5599,1
788,789,25,0,1,-11.559,1
789,790,25,0,1,-11.559,1
790,791,25,1,4,4.44,1
791,792,25,0,1,-9.5599,1
792,793,25,0,1,-10.559,1
793,794,25,0,2,2.44,1
794,795,25,1,2,-7.5599,1
795,796,25,1,4,18.44,0
796,797,25,0,2,-6.5599,0
797,798,25,0,4,-2.5599,0
798,799,25,1,2,-3.5599,0
799,800,25,1,2,-8.5599,0
800,801,25,1,3,6.44,0
801,802,25,0,1,-13.56,0
802,803,25,0,4,3.44,0
803,804,25,0,4,3.44,0
804,805,25,0,4,1.44,0
805,806,25,0,1,-8.5599,0
806,807,25,1,4,0.44,0
807,808,25,1,4,4.44,0
808,809,25,0,3,-5.5599,0
809,810,25,1,4,5.44,0
810,811,25,1,2,-10.559,0
811,812,25,1,4,-9.5599,0
812,813,25,0,4,4.44,0
813,814,25,1,3,1.44,0
814,815,25,0,1,-12.56,0
815,816,25,0,3,-6.5599,0
816,817,25,0,2,-4.5599,0
817,818,25,0,1,-1.5599,0
818,819,25,1,3,5.44,0
819,820,25,1,4,5.44,0
820,821,25,0,3,2.44,0
821,822,25,1,4,10.44,0
822,823,25,0,1,-11.56,0
823,824,25,1,4,4.44,0
824,825,25,0,4,7.44,0
825,826,25,1,2,-6.5599,0
826,827,25,1,4,0.44,0
827,828,25,1,4,-1.5599,0
828,829,25,0,2,-5.5599,0
829,830,25,0,2,-2.5599,0
830,831,25,1,4,14.44,0
831,832,25,0,1,-5.5599,0
832,833,25,1,2,-11.559,0
833,834,25,1,4,1.44,0
834,835,25,0,3,-0.56,0
835,836,25,0,4,18.44,0
836,837,25,0,2,-1.5599,0
837,838,25,0,1,-11.56,0
838,839,25,0,2,-5.5599,0
839,840,25,0,3,-1.5599,0
840,841,25,1,4,-2.5599,0
841,842,25,1,4,4.44,0
842,843,25,0,1,-12.56,0
843,844,25,0,4,5.44,0
844,845,26,1,4,5.44,0
845,846,26,0,4,5.44,0
846,847,26,0,4,3.44,0
847,848,26,0,4,7.44,0
848,849,26,0,2,-8.5599,0
849,850,26,0,2,-9.5599,0
850,851,26,0,1,-9.5599,0
851,852,26,1,3,7.44,0
852,853,26,0,2,-5.5599,0
853,854,26,1,2,-2.5599,0
854,855,26,0,3,15.44,0
855,856,26,1,3,7.44,0
856,857,26,1,3,-2.5599,0
857,858,27,0,4,1.44,1
858,859,27,0,1,-2.5599,1
859,860,27,0,4,4.44,1
860,861,27,1,1,-9.5599,1
861,862,27,1,4,14.44,1
862,863,27,0,2,-6.56,0
863,864,27,0,1,-12.559,0
864,865,27,0,4,15.44,0
865,866,27,0,4,10.44,0
866,867,27,0,2,2.44,0
867,868,27,0,4,14.44,0
868,869,27,0,4,19.44,0
869,870,27,0,3,6.44,0
870,871,27,0,4,10.44,0
871,872,27,1,1,-5.5599,0
872,873,27,0,4,19.44,0
873,874,27,0,1,0.44,0
874,875,27,0,1,-12.559,0
875,876,27,0,1,-12.559,0
876,877,27,0,1,-7.56,0
877,878,27,0,1,-1.5599,0
878,879,27,1,3,9.44,0
879,880,27,1,4,14.44,0
880,881,27,0,2,-4.5599,0
881,882,27,0,1,-10.559,0
882,883,27,0,3,-5.56,0
883,884,27,0,4,17.44,0
884,885,27,1,1,-5.5599,0
885,886,27,1,4,2.44,0
886,887,27,0,1,-13.559,0
887,888,27,0,1,-12.559,0
888,889,27,1,3,-0.5599,0
889,890,27,0,4,8.44,0
890,891,27,0,2,-2.5599,0
891,892,27,0,1,-11.559,0
892,893,27,0,2,-5.5599,0
893,894,27,0,2,4.44,0
894,895,27,0,1,-9.5599,0
895,896,27,0,4,14.44,0
896,897,27,0,4,9.44,0
897,898,27,0,4,11.44,0
898,899,27,0,4,18.44,0
899,900,27,0,4,11.44,0
900,901,27,0,4,6.44,0
901,902,28,0,4,10.44,1
902,903,28,0,4,-1.5599,1
903,904,28,0,4,9.44,1
904,905,28,1,4,4.44,1
905,906,28,1,2,-9.5599,0
906,907,28,1,3,-2.5599,0
907,908,28,0,2,-1.56,0
908,909,28,0,4,18.44,0
909,910,28,1,4,9.44,0
910,911,28,0,4,18.44,0
911,912,28,1,4,10.44,0
912,913,28,1,4,-1.5599,0
913,914,28,0,4,9.44,0
914,915,28,1,4,9.44,0
915,916,28,0,4,19.44,0
916,917,28,0,1,-7.56,0
917,918,28,1,1,-13.56,0
918,919,28,0,4,18.44,0
919,920,28,0,1,-12.559,0
920,921,28,0,3,-0.5599,0
921,922,28,1,4,11.44,0
922,923,28,0,1,-12.559,0
923,924,28,0,1,-13.56,0
924,925,28,0,1,-9.5599,0
925,926,28,0,1,-11.559,0
926,927,28,1,4,5.44,0
927,928,28,0,2,-7.56,0
928,929,28,0,1,-7.56,0
929,930,28,0,4,16.44,0
930,931,28,1,4,1.44,0
931,932,28,1,3,-2.5599,0
932,933,28,0,4,1.44,0
933,934,28,0,4,18.44,0
934,935,28,0,2,-2.5599,0
935,936,28,0,4,3.44,0
936,937,28,0,4,19.44,0
937,938,28,0,2,-9.5599,0
938,939,28,0,2,-6.56,0
939,940,28,0,3,-2.5599,0
940,941,28,0,1,-7.56,0
941,942,28,0,1,-10.559,0
942,943,28,0,3,8.44,0
943,944,28,0,4,6.44,0
944,945,28,0,4,10.44,0
945,946,28,0,3,-9.5599,0
946,947,28,0,1,-12.559,0
947,948,28,0,4,8.44,0
948,949,28,0,2,0.44,0
949,950,28,0,2,-0.5599,0
950,951,29,0,4,9.44,1
951,952,29,0,1,-5.5599,1
952,953,29,1,4,12.44,1
953,954,29,1,4,7.44,1
954,955,29,0,1,-0.5599,1
955,956,29,1,3,0.44,1
956,957,29,1,1,10.44,1
957,958,29,0,1,-8.5599,0
958,959,29,0,1,-13.559,0
959,960,29,0,1,-10.559,0
960,961,29,0,1,-7.56,0
961,962,29,0,4,-1.5599,0
962,963,29,0,3,-0.5599,0
963,964,29,0,4,11.44,0
964,965,29,0,1,4.44,0
965,966,29,0,4,10.44,0
966,967,29,0,1,-4.5599,0
967,968,29,0,1,-9.5599,0
968,969,29,1,1,-12.559,0
969,970,29,0,1,-9.5599,0
970,971,29,1,4,8.44,0
971,972,29,0,4,19.44,0
972,973,29,0,3,18.44,0
973,974,29,0,1,-9.5599,0
974,975,29,0,1,-7.56,0
975,976,29,1,4,2.44,0
976,977,29,0,1,-11.559,0
977,978,29,1,2,-8.5599,0
978,979,29,0,2,-5.5599,0
979,980,29,0,2,-9.5599,0
980,981,29,0,3,-5.5599,0
981,982,29,1,4,0.44,0
982,983,30,1,2,-0.5599,1
983,984,30,1,3,5.44,1
984,985,30,1,2,-0.5599,1
985,986,30,1,4,5.44,1
986,987,30,1,4,8.44,1
987,988,30,0,2,-6.5599,1
988,989,30,0,3,-3.56,1
989,990,30,1,4,19.4399,1
990,991,30,1,3,0.44,1
991,992,30,1,4,19.4399,1
992,993,30,0,1,-8.5599,1
993,994,30,1,2,-2.5599,1
994,995,30,1,2,-8.5599,1
995,996,30,1,2,-2.5599,1
996,997,30,0,1,-10.559,1
997,998,30,1,2,5.44,1
998,999,30,1,4,11.44,0
999,1000,30,0,1,4.44,0
1000,1001,30,1,2,-4.5599,0
1001,1002,30,0,1,3.44,0
1002,1003,30,0,1,-9.5599,0
1003,1004,30,1,4,6.44,0
1004,1005,30,0,1,-11.559,0
1005,1006,30,1,4,8.44,0
1006,1007,30,1,4,-6.5599,0
1007,1008,30,1,4,9.44,0
1008,1009,30,0,1,-13.559,0
1009,1010,30,1,1,-10.559,0
1010,1011,30,0,2,-7.5599,0
1011,1012,30,0,4,6.44,0
1012,1013,30,1,2,-1.5599,0
1013,1014,30,0,4,15.44,0
1014,1015,30,0,1,-6.5599,0
1015,1016,30,1,2,-4.5599,0
1016,1017,30,0,1,-11.559,0
1017,1018,30,1,2,-4.5599,0
1018,1019,30,1,4,9.44,0
1019,1020,30,0,1,-11.559,0
1020,1021,30,0,2,-8.5599,0
1021,1022,30,1,4,17.44,0
1022,1023,30,0,2,-6.5599,0
1023,1024,30,0,2,-0.5599,0
1024,1025,30,1,4,7.44,0
1025,1026,30,1,4,2.44,0
1026,1027,30,1,4,7.44,0
1027,1028,30,1,2,8.44,0
1028,1029,30,0,1,-9.5599,0
1029,1030,30,0,4,8.44,0
1030,1031,30,0,1,-11.559,0
1031,1032,30,0,1,12.44,0
1032,1033,30,0,3,0.44,0
1033,1034,30,0,1,-10.559,0
1034,1035,30,1,2,2.44,0
1035,1036,30,0,1,-9.5599,0
1036,1037,30,0,3,0.44,0
1037,1038,30,0,1,-10.559,0
1038,1039,30,0,1,-10.559,0
1039,1040,30,0,4,9.44,0
1040,1041,30,0,4,17.44,0
1041,1042,30,1,3,-0.5599,0
1042,1043,30,0,2,-8.5599,0
1043,1044,31,0,4,15.44,1
1044,1045,31,1,1,-6.5599,1
1045,1046,31,1,4,0.44,1
1046,1047,31,1,4,2.44,1
1047,1048,31,0,4,16.44,1
1048,1049,31,0,1,-11.559,1
1049,1050,31,0,4,17.44,0
1050,1051,31,1,4,18.44,0
1051,1052,31,1,4,14.44,0
1052,1053,31,1,3,-7.5599,0
1053,1054,31,0,2,17.44,0
1054,1055,31,1,2,-0.5599,0
1055,1056,31,0,1,-9.5599,0
1056,1057,31,0,1,-9.5599,0
1057,1058,31,1,4,2.44,0
1058,1059,31,0,2,-2.56,0
1059,1060,31,1,4,3.44,0
1060,1061,31,0,4,0.44,0
1061,1062,31,0,1,-13.559,0
1062,1063,31,0,1,-11.559,0
1063,1064,31,0,4,10.44,0
1064,1065,31,0,4,14.44,0
1065,1066,31,1,3,-0.5599,0
1066,1067,31,0,4,8.44,0
1067,1068,31,0,1,-10.559,0
1068,1069,31,1,2,-7.5599,0
1069,1070,31,1,4,6.44,0
1070,1071,31,1,2,-0.5599,0
1071,1072,31,0,4,18.44,0
1072,1073,31,1,1,-10.559,0
1073,1074,31,1,2,-9.5599,0
1074,1075,31,0,4,0.44,0
1075,1076,31,0,1,-11.559,0
1076,1077,32,1,4,10.44,0
1077,1078,32,0,1,-2.5599,0
1078,1079,32,0,4,0.44,0
1079,1080,32,0,3,-2.5599,0
1080,1081,32,0,3,-3.5599,0
1081,1082,32,0,4,13.44,0
1082,1083,32,1,4,-3.5599,0
1083,1084,32,0,4,12.44,0
1084,1085,32,0,4,1.44,0
1085,1086,32,0,1,-9.5599,0
1086,1087,32,1,4,-2.5599,0
1087,1088,32,0,4,1.44,0
1088,1089,32,1,4,-2.5599,0
1089,1090,32,0,4,8.44,0
1090,1091,32,1,1,-11.559,0
1091,1092,32,0,2,-11.56,0
1092,1093,32,0,4,-0.5599,0
1093,1094,32,0,1,-11.559,0
1094,1095,32,0,3,4.44,0
1095,1096,32,0,4,1.44,0
1096,1097,32,0,4,5.44,0
1097,1098,32,0,4,2.44,0
1098,1099,32,0,2,-9.5599,0
1099,1100,32,0,4,4.44,0
1100,1101,33,0,3,4.44,1
1101,1102,33,1,4,1.44,1
1102,1103,33,1,4,2.44,1
1103,1104,33,1,2,-1.5599,1
1104,1105,33,0,2,-7.5599,1
1105,1106,33,1,4,5.44,1
1106,1107,33,1,4,6.44,1
1107,1108,33,0,2,-10.56,0
1108,1109,33,1,4,0.44,0
1109,1110,33,0,3,19.44,0
1110,1111,33,0,3,-2.5599,0
1111,1112,33,0,2,-4.5599,0
1112,1113,33,0,4,18.44,0
1113,1114,33,0,3,6.44,0
1114,1115,34,1,3,13.44,1
1115,1116,34,0,4,8.44,1
1116,1117,34,1,1,-9.5599,1
1117,1118,34,0,1,4.44,1
1118,1119,34,0,4,10.44,1
1119,1120,34,1,1,-1.5599,1
1120,1121,34,0,3,10.44,1
1121,1122,34,0,4,11.44,1
1122,1123,34,0,4,-2.5599,1
1123,1124,34,1,1,-11.559,0
1124,1125,34,1,2,3.44,0
1125,1126,34,1,3,4.44,0
1126,1127,34,1,4,-3.56,0
1127,1128,34,1,1,-8.5599,0
1128,1129,34,0,3,8.44,0
1129,1130,34,1,4,8.44,0
1130,1131,34,1,4,4.44,0
1131,1132,34,1,3,-3.5599,0
1132,1133,34,1,4,8.44,0
1133,1134,34,0,3,-3.5599,0
1134,1135,34,0,2,-9.5599,0
1135,1136,34,1,4,-2.5599,0
1136,1137,34,1,4,2.44,0
1137,1138,34,1,3,0.44,0
1138,1139,34,0,2,4.44,0
1139,1140,34,1,3,-7.5599,0
1140,1141,34,1,4,11.44,0
1141,1142,34,0,1,-12.559,0
1142,1143,34,0,4,9.44,0
1143,1144,34,1,2,-2.5599,0
1144,1145,34,1,4,-2.5599,0
1145,1146,34,1,3,13.44,0
1146,1147,34,1,4,11.44,0
1147,1148,34,1,3,0.44,0
1148,1149,34,1,4,12.44,0
1149,1150,35,1,1,0.44,1
1150,1151,35,0,2,-10.559,1
1151,1152,35,0,1,-6.5599,1
1152,1153,35,1,2,-12.559,1
1153,1154,35,0,1,-11.559,1
1154,1155,35,0,2,-9.5599,1
1155,1156,35,0,3,-10.559,1
1156,1157,35,0,3,6.44,1
1157,1158,35,1,1,-6.5599,1
1158,1159,35,1,4,-5.5599,1
1159,1160,35,1,4,-0.5599,1
1160,1161,35,0,4,17.44,1
1161,1162,35,1,2,-0.5599,1
1162,1163,35,1,2,-0.5599,1
1163,1164,35,1,1,2.44,1
1164,1165,35,0,2,6.44,1
1165,1166,35,1,3,-6.5599,1
1166,1167,35,1,3,9.44,1
1167,1168,35,1,4,4.44,1
1168,1169,35,0,1,-13.559,1
1169,1170,35,0,4,5.44,0
1170,1171,35,0,3,-7.5599,0
1171,1172,35,0,4,3.44,0
1172,1173,35,0,3,-6.5599,0
1173,1174,35,0,2,-13.559,0
1174,1175,35,0,4,-0.5599,0
1175,1176,35,0,4,6.44,0
1176,1177,35,1,4,18.44,0
1177,1178,35,1,4,3.44,0
1178,1179,35,1,1,-7.5599,0
1179,1180,35,1,4,-2.5599,0
1180,1181,35,1,2,-2.56,0
1181,1182,35,1,4,-8.5599,0
1182,1183,35,1,3,-0.5599,0
1183,1184,35,0,3,4.44,0
1184,1185,35,1,4,1.44,0
1185,1186,35,1,3,12.44,0
1186,1187,35,0,2,-6.5599,0
1187,1188,35,1,3,10.44,0
1188,1189,35,0,1,-11.559,0
1189,1190,35,1,3,-6.5599,0
1190,1191,35,0,4,5.44,0
1191,1192,35,1,4,10.44,0
1192,1193,35,0,4,2.44,0
1193,1194,35,1,4,14.44,0
1194,1195,35,0,2,-9.5599,0
1195,1196,35,0,4,16.44,0
1196,1197,35,0,1,16.44,0
1197,1198,36,0,4,12.44,1
1198,1199,36,1,3,-4.5599,1
1199,1200,36,0,1,-10.559,1
1200,1201,36,0,1,-8.5599,0
1201,1202,36,0,3,-0.5599,0
1202,1203,36,1,3,-2.5599,0
1203,1204,36,1,3,-3.5599,0
1204,1205,36,0,2,5.44,0
1205,1206,36,0,4,19.44,0
1206,1207,36,0,4,1.44,0
1207,1208,36,1,4,3.44,0
1208,1209,36,0,4,1.44,0
1209,1210,36,0,4,2.44,0
1210,1211,36,0,2,-9.5599,0
1211,1212,36,0,2,-7.5599,0
1212,1213,36,1,2,4.44,0
1213,1214,36,1,2,-5.5599,0
1214,1215,37,1,2,1.44,0
1215,1216,37,0,4,5.44,0
1216,1217,37,1,3,-4.5599,0
1217,1218,37,1,4,18.44,0
1218,1219,37,1,3,-2.5599,0
1219,1220,37,1,3,-3.5599,0
1220,1221,37,1,1,-9.5599,0
1221,1222,37,1,4,9.44,0
1222,1223,37,0,2,-6.5599,0
1223,1224,37,0,1,-13.559,0
1224,1225,37,0,4,3.44,0
1225,1226,37,0,4,16.44,0
1226,1227,37,0,4,10.44,0
1227,1228,38,1,4,8.44,1
1228,1229,38,0,4,15.44,1
1229,1230,38,1,4,-1.5599,1
1230,1231,38,1,4,15.44,1
1231,1232,38,1,4,9.44,1
1232,1233,38,0,1,-6.5599,1
1233,1234,38,0,2,19.44,1
1234,1235,38,0,4,19.44,0
1235,1236,38,0,4,0.44,0
1236,1237,38,0,1,-12.559,0
1237,1238,38,0,4,16.44,0
1238,1239,38,0,4,17.44,0
1239,1240,38,0,4,16.44,0
1240,1241,38,0,1,-9.5599,0
1241,1242,39,0,4,4.44,1
1242,1243,39,1,2,-10.559,1
1243,1244,39,0,4,8.44,0
1244,1245,39,0,4,14.44,0
1245,1246,39,1,1,-1.5599,0
1246,1247,39,1,1,-10.56,0
1247,1248,39,1,3,-1.5599,0
1248,1249,39,1,1,-7.5599,0
1249,1250,39,1,2,-0.5599,0
1250,1251,39,1,3,-1.5599,0
1251,1252,39,0,1,-6.56,0
1252,1253,39,1,4,10.44,0
1253,1254,39,0,4,5.44,0
1254,1255,39,0,1,-4.5599,0
1255,1256,39,0,1,-11.559,0
1256,1257,39,1,1,-10.56,0
1257,1258,39,0,4,13.44,0
1258,1259,39,0,4,8.44,0
1259,1260,39,1,3,12.44,0
1260,1261,39,0,1,-13.559,0
1261,1262,39,0,4,-7.5599,0
1262,1263,39,1,4,-8.5599,0
1263,1264,39,0,1,-7.5599,0
1264,1265,39,0,4,19.44,0
1265,1266,39,1,1,3.44,0
1266,1267,39,1,4,7.44,0
1267,1268,40,0,3,2.44,1
1268,1269,40,0,4,2.44,1
1269,1270,40,0,4,1.44,1
1270,1271,40,0,1,-12.559,1
1271,1272,40,1,1,-4.5599,1
1272,1273,40,1,1,-3.5599,1
1273,1274,40,0,1,-10.559,1
1274,1275,40,1,4,10.44,1
1275,1276,40,0,1,-7.5599,1
1276,1277,40,1,4,3.44,1
1277,1278,40,1,2,-3.5599,1
1278,1279,40,0,1,-9.5599,1
1279,1280,40,1,1,0.44,1
1280,1281,40,1,3,5.44,1
1281,1282,40,1,4,1.44,1
1282,1283,40,0,4,10.44,1
1283,1284,40,0,4,11.44,1
1284,1285,40,1,1,-8.5599,1
1285,1286,40,1,4,4.44,1
1286,1287,40,0,1,5.44,1
1287,1288,40,1,2,-1.5599,1
1288,1289,40,1,1,12.44,1
1289,1290,40,0,2,-8.5599,1
1290,1291,40,0,1,4.44,1
1291,1292,40,0,1,-11.559,1
1292,1293,40,1,3,-1.5599,1
1293,1294,40,0,2,11.44,1
1294,1295,40,0,4,15.44,1
1295,1296,40,1,2,-5.5599,1
1296,1297,40,0,4,4.44,0
1297,1298,40,1,4,5.44,0
1298,1299,40,1,4,0.44,0
1299,1300,40,0,4,19.44,0
1300,1301,40,1,4,0.44,0
1301,1302,40,0,1,-4.5599,0
1302,1303,40,0,4,13.44,0
1303,1304,40,0,4,14.44,0
1304,1305,40,1,4,17.44,0
1305,1306,40,1,1,-10.559,0
1306,1307,40,0,4,-4.5599,0
1307,1308,40,0,4,12.44,0
1308,1309,41,0,4,6.44,1
1309,1310,41,0,4,6.44,1
1310,1311,41,0,1,6.44,1
1311,1312,41,0,2,1.44,0
1312,1313,41,1,4,13.44,0
1313,1314,41,1,4,10.44,0
1314,1315,41,1,3,-4.5599,0
1315,1316,41,1,1,-8.5599,0
1316,1317,41,1,4,0.44,0
1317,1318,41,0,4,2.44,0
1318,1319,41,0,4,-0.5599,0
1319,1320,41,1,4,7.44,0
1320,1321,41,0,4,12.44,0
1321,1322,41,0,3,-7.5599,0
